Question/Answer,Correct Answer
"579
  Which of the following services should be logged for security purpose? <br></br>A. bootp <br></br>B. All of the choices.  <br></br>C. sunrpc <br></br>D. tftp 
<br></br>","Answer: B Explanation: Request for the following services should be logged: systat, bootp, tftp, sunrpc, snmp, snmp-trap, nfs.   "
"580
   The auditing method that assesses the extent of the system  testing, and identifies specific program logic that has not been tested is called  <br></br>A. Decision process analysis <br></br>B. Mapping <br></br>C. Parallel simulation <br></br>D. Test data method  
<br></br>","Answer: D ""Testing of software modules or unit testing should be addressed when the modules are being designed. Personnel separate from the programmers should conduct this testing. The test data is part of the specifications. Testing should not only check the modules using normal and valid input data, but it should also check for incorrect types,  Itexamworld.com  CISSP    out-of-range values, and other bounds and/or conditions. Live or actual field data is not recommended for use in the testing procedures because both data types might not cover out-of-range situations and th e correct outputs of the test are unknown. Special test suites of data that exercise all paths of the software to the fullest extent possible and whose corrected resulting outputs are known beforehand should be used."" Pg. 345 Krutz: The CISSP Prep Guide: Gold Edition.   "
"581
  Who should NOT have access to the log files? <br></br>A. Security staff. <br></br>B. Internal audit staff.  <br></br>C. System administration staff. <br></br>D. Manager's secretary. 
<br></br>","Answer: D Explanation: Logs must be secured to prevent modification, deletion, and destruction. Only  authorized persons should have access or permission to read logs. A person is authorized if he or she is a member of the internal audit staff, security staff, system administration staff, or he or she has a need for such access to perform regular duties.   "
"582
  Which of the following correctly describe the use of the collected logs? <br></br>A. They are used in the passive monitoring process only. <br></br>B. They are used in the active monitoring process only.  <br></br>C. They are used in the active and passive monitoring process. <br></br>D. They are used in the archiving process only. 
<br></br>","Answer: C Explanation: All logs collected are used in the active a nd passive monitoring process. All logs are  kept on archive for a period of time. This period of time will be determined by your company policies. This allows the use of  logs for regular and annual audits if retention is longer then a year. Logs must be secured to prevent modification, deletion, and destruction.     Itexamworld.com  CISSP    "
"583
  All logs are kept on archive for a period of time. What determines this period of time? <br></br>A. Administrator preferences. <br></br>B. MTTR  <br></br>C. Retention polices <br></br>D. MTTF 
<br></br>","Answer: C Explanation: All logs collected are used in the active a nd passive monitoring process. All logs are kept on archive for a period of time. This period of time will be determined by your company policies. This allows the use of  logs for regular and annual audits if retention is longer then a year. Logs must be secured to prevent modification, deletion, and destruction.   "
"584
   Logs must be secured to prevent:  <br></br>A. Creation, modification, and destruction. <br></br>B. Modification, deletion, and initialization. <br></br>C. Modification, deletion, and destruction. <br></br>D. Modification, deletion, and inspection. 
<br></br>","Answer: C Explanation: All logs collected are used in the active a nd passive monitoring process. All logs are  kept on archive for a period of time. This period of time will be determined by your company policies. This allows the use of  logs for regular and annual audits if retention is longer then a year. Logs must be secured to prevent modification, deletion, and destruction.   "
"585
   To ensure dependable and secure logging, all computers must have their clock synchronized to:  <br></br>A. A central timeserver. <br></br>B. The log time stamp. <br></br>C. The respective local times. <br></br>D. None of the choices.   
<br></br>",Answer: A   Itexamworld.com  CISSP      Explanation: The following pre-requisite must be met to ensure dependable and secure logging: All computers must have their clock synchronized to a central timeserver to ensure accurate time on events being logged. If possible all logs should be centralized fo r easy analysis and also to help detect patterns of abuse across servers. Logging information traveling on the network must be encrypted if possible. Log files are stored and protected on a machine that has a hardened shell. Log files must not be modifiable without  a trace or record of such modification.   
"586
   To ensure dependable and secure logging, logging information traveling on the network should be:  <br></br>A. Stored <br></br>B. Encrypted <br></br>C. Isolated <br></br>D. Monitored 
<br></br>",Answer: B Explanation: The following pre-requisite must be met to ensure dependable and secure logging: All computers must have their clock synchronized to a central timeserver to ensure accurate time on events being logged. If possible all logs should be centralized fo r easy analysis and also to help detect patterns of abuse across servers. Logging information traveling on the network must be encrypted if possible. Log files are stored and protected on a machine that has a hardened shell. Log files must not be modifiable without  a trace or record of such modification.   
"587
   The activity that consists of collecting informa tion that will be used for monitoring is called:  <br></br>A. Logging <br></br>B. Troubleshooting <br></br>C. Auditing <br></br>D. Inspecting 
<br></br>",Answer: A Explanation: Logging is the activity that consists of co llecting information that will be used for  Itexamworld.com  CISSP    monitoring and auditing. Detailed logs combined with active monitoring allow detection of security issues before they negatively affect your systems.   
"588
  How often should logging be run? <br></br>A. Once every week. <br></br>B. Always  <br></br>C. Once a day. <br></br>D. During maintenance. 
<br></br>","Answer: B Explanation: Usually logging is done 24 hours per day, 7 days per week, on all available systems and services except during the maintenance window where some of the systems and services may not be available while maintenance is being performed.   "
"589
  Which of the following are security events on Unix that should be logged? <br></br>A. All of the choices. <br></br>B. Use of Setgid.  <br></br>C. Change of permissions on system files. <br></br>D. Use of Setuid. 
<br></br>","Answer: A Explanation: The following file changes, conditions, and events are logged:  .rhosts. UNIX Kernel. /etc/password. rc directory structure. bin files. lib files. Use of Setuid. Use of Setgid. Change of permission on system or critical files.   "
"590
   Which of the following are potential firewall problems that should be logged?   Itexamworld.com  CISSP    <br></br>A. Reboot <br></br>B. All of the choices. <br></br>C. Proxies restarted. <br></br>D. Changes to configuration file. 
<br></br>",Answer: B Explanation: The following firewall configuration problem are logged: Reboot of the firewall. Proxies that cannot start (e.g. Within TIS firewall). Proxies or other important services that have died or restarted. Changes to firewall configuration file. A configuration or system error while firewall is running.   
"591
   Which of the following is required in order to provide accountability? <br></br>A.) Authentication <br></br>B.) Integrity <br></br>C.) Confidentiality <br></br>D.) Audit trails  
<br></br>",Answer: A Reference: pg 5 Tittel: CISSP Study Guide   
"592
   The principle of accountability is a principle by which specific action can be traced back to:  <br></br>A. A policy <br></br>B. An individual <br></br>C. A group <br></br>D. A manager 
<br></br>","Answer: B Explanation: The principle of accountability has been described in many reference; it is a principle by which specific action can be traced back to an individual. As mentioned by Idrach, any significant action should be tr aceable to a specific user. The definition of ""Significant"" is entirely dependant on your business circumstances and risk management model. It was also mentioned by Rino that tracing the actions of a specific user is fine but we must also be able to ascertain that this specific user was responsible for the uninitiated action.  Itexamworld.com  CISSP      "
"593
   The principle of   is a principle by which specific action can be traced back to anyone of your users.  <br></br>A. Security <br></br>B. Integrity <br></br>C. Accountability <br></br>D. Policy 
<br></br>","Answer: C Explanation: The principle of accountability has been described in many reference; it is a principle by which specific action can be traced back to an individual. As mentioned by Idrach, any significant action should be tr aceable to a specific user. The definition of ""Significant"" is entirely dependant on your business circumstances and risk management model. It was also mentioned by Rino that tracing the actions of a specific user is fine but we must also be able to ascertain that this specific user was responsible for the uninitiated action.   "
"594
   According to the principle of accountability, wh at action should be traceable to a specific user?  <br></br>A. Material <br></br>B. Intangible <br></br>C. Tangible <br></br>D. Significant 
<br></br>","Answer: D Explanation: The principle of accountability has been described in many reference; it is a principle by which specific action can be traced back to an individual. As mentioned by Idrach, any significant action should be tr aceable to a specific user. The definition of ""Significant"" is entirely dependant on your business circumstances and risk management model. It was also mentioned by Rino that tracing the actions of a specific user is fine but we must also be able to ascertain that this specific user was responsible for the uninitiated action.   "
"595
   Which of the following best ensures accountability of users for actions taken within a  Itexamworld.com  CISSP    system or domain? <br></br>A.) Identification <br></br>B.) Authentication <br></br>C.) Authorization <br></br>D.) Credentials  
<br></br>","Answer: A ""Identification is the process by which a subject professes an identify and accountability is initiated."" Pg 149 Tittel: CISSP Study Guide ""Identification and authentication are the keystones of most access control systems. Identification is the act of a user professing an identify to a system, usually in the form of a log-on ID to the system. Identification establis hes user accountability for the actions on the system. Authentication is verification that the user's claimed identity is valid and is usually implemented through a user password at log- on time."" Pg 36 Krutz: The CISSP Prep Guide   "
"596
   Individual accountability does not include which of the following? <br></br>A.) unique identifiers <br></br>B.) policies & procedures <br></br>C.) access rules <br></br>D.) audit trails  
<br></br>",Answer: B   
"597
   Controls provide accountability for individuals who are accessing sensitive information. This accountability is accomplished: <br></br>A.) through access control mechanisms that require identification and authentication and through the audit function. <br></br>B.) through logical or technical controls involv ing the restriction of access to systems and the protection of information <br></br>C.) through logical or technical controls but no t involving the restriction of access to systems and the protection of information. <br></br>D.) through access control mechanisms that do no t require identification and authentication and do not operate through the audit function. 
<br></br>",Answer: A 
"598
   What types of computer attacks are most commonly reported by IDSs?   <br></br>A. System penetration <br></br>B. Denial of service    Itexamworld.com  CISSP    <br></br>C. System scanning <br></br>D. All of the choices 
<br></br>","Answer: D Explanation: Three types of computer attacks are most commonly reported by IDSs: system scanning, denial of service (DOS), and system penetration. These attacks can be launched locally, on the attacked machine, or remotely, using a network to access the target. An IDS operator must understand the differences between these types of attacks, as each requires a different set of responses.   "
"599
   Operation security requires the implementation of  physical security to control which of the following? <br></br>A.) unauthorized personnel access <br></br>B.) incoming hardware <br></br>C.) contingency conditions <br></br>D.) evacuation procedures  
<br></br>",Answer: A   
"600
   Configuration Management is a requirement for the following level(s)? <br></br>A.) B3 and A1 <br></br>B.) B1, B2 and B3 <br></br>C.) A1 <br></br>D.) B2, B3, and A1  
<br></br>",Answer: D Reference: pg 306 Krutz: CISSP Study Guide: Gold Edition   
"601
   Which of the following is not concerned with configuration management? <br></br>A.) Hardware <br></br>B.) Software <br></br>C.) Documentation <br></br>D.) They all are concerned with configuration management  
<br></br>",Answer: D   
"602
    Itexamworld.com  CISSP    Configuration Management controls what? <br></br>A.) Auditing of changes to the Trusted Computing Base <br></br>B.) Control of changes to the Trusted Computing Base <br></br>C.) Changes in the configuration access to the Trusted Computing Base <br></br>D.) Auditing and controlling any changes to the Trusted Computing Base  
<br></br>","Answer: D ""Official Definition of Configuration Management Identifying, controlling, accounting for and auditin g changes made to the baseline TCB, which includes changes to hardware, software, and firmware. A System that will control changes and test documentation through the operational life cycle of a system."" Pg 698 Shon Harris: All-in-One CISSP Certification ""[B3] The security administrator role is clearly defined, and the system must be able to recover from failures without its security level being compromised."" Pg. 226 Shon Harris CISSP All-In-One Exam Guide   "
"603
   In addition to ensuring that changes to the computer system take place in an identifiable and controlled environment, configuration management provides assurance that future changes:  <br></br>A. The application software cannot bypass system security features. <br></br>B. Do not adversely affect implementation of the security policy. <br></br>C. To do the operating system are always subjected to independent validation and verification. <br></br>D. In technical documentation maintain an accurate description of the Trusted Computer Base.  
<br></br>","Answer: B ""The primary security goal of configuration management is to ensure that changes to the system do not unintentionally diminish security."" Pg  306 Krutz: CISSP Prep Guide: Gold Edition.   "
"604
  Which set of principal tasks constitutes configuration management? <br></br>A. Program management, system engineering, and quality assurance. <br></br>B. Requirements verification, design, and system integration and testing.  <br></br>C. Independent validation and verification of the initial and subsequent baseline. <br></br>D. Identification, control, status accounting, and auditing of changes.  
<br></br>","Answer: D Configuration management is the process of tracking and approving changes to a system. It involves identifying, controlling, and auditing all changes made to the system. Pg. 223 Krutz: The CISSP Prep Guide     Itexamworld.com  CISSP    "
"605
  If the computer system being used contains confidential information, users must not: <br></br>A. Leave their computer without first logging off. <br></br>B. Share their desks.  <br></br>C. Encrypt their passwords. <br></br>D. Communicate 
<br></br>","Answer: A Explanation: If the computer system being used or to which a user is connected contains sensitive or  confidential information, users must not leave their computer, terminal, or workstation without first logging off. Users should be reminded frequently to follow this rule.   "
"606
  Separation of duties is valuable in deterring: <br></br>A. DoS <br></br>B. external intruder  <br></br>C. fraud <br></br>D. trojan house 
<br></br>","Answer: C Explanation: Separation of duties is considered valuable in deterring fraud since fraud can occur if an opportunity exists for collaboration between various jobs related capabilities. Separation of duty requires that for particular sets of transactions, no single individual be allowed to execute all transactions within the set. The most commonly used examples are the separate transactions needed to initiate a payment and to authorize a payment. No single individual should be capable of executing both transactions.   "
"607
   What principle requires that for particular sets of transactions, no single individual be allowed to execute all transactions within the set?  <br></br>A. Use of rights <br></br>B. Balance of power <br></br>C. Separation of duties <br></br>D. Fair use   Itexamworld.com  CISSP    
<br></br>","Answer: C  Explanation: Separation of duties is considered valuable in deterring fraud since fraud can occur if an opportunity exists for collaboration between various jobs related capabilities. Separation of duty requires that for particular sets of transactions, no single individual be allowed to execute all transactions within the set. The most commonly used examples are the separate transactions needed to initiate a payment and to authorize a payment. No single individual should be capable of executing both transactions.   "
"608
  Separation of duty can be: <br></br>A. Dynamic only <br></br>B. Encrypted  <br></br>C. Static only <br></br>D. Static or dynamic 
<br></br>",Answer: D Explanation: Separation of duty can be either static or dynamic. Compliance with static separation requirements can be determined simply by the assignment of individuals to roles and allocation of transactions to roles. The mo re difficult case is dynamic separation of duty where compliance with requirements can only be determined during system operation. The objective behind dynamic separation of duty is to allow more flexibility in operations.   
"609
   What is the company benefit, in terms of risk, for people taking a vacation of a specified minimum length?  <br></br>A. Reduces stress levels, thereby lowering insurance claims. <br></br>B. Improves morale, thereby decreasing errors. <br></br>C. Increases potential for discovering frauds. <br></br>D. Reduces dependence on critical individuals.  
<br></br>",Answer: C Mandatory vacations are another type of administrative control that may sound a bit odd at first. Chapter 3 touches on reasons to make sure that employees take their vacations; this has to do with being able to identify fraudulent activities and enable job rotation to take place. - Shon Harris All-in-one CISSP Certification Guide pg 810     Itexamworld.com  CISSP    
"610
   Which of the following would be less likely to prevent an employee from reporting an incident? <br></br>A.) They are afraid of being pulled into something they don't want to be involved with <br></br>B.) The process of reporting incidents is centralized <br></br>C.) They are afraid of being accused of something they didn't do <br></br>D.) They are unaware of the company's security policies and procedures  
<br></br>",Answer: D   
"611
   Employee involuntary termination processing should include  <br></br>A. A list of all passwords used by the individual. <br></br>B. A report on outstanding projects. <br></br>C. The surrender of any company identification. <br></br>D. Signing a non-disclosure agreement.  
<br></br>","Answer: C ""Before the employee is released, all organiza tion-specific identification, access, or security badges as well as cards, keys, and access tokens should be collected."" Pg. 173 Tittel: CISSP Study Guide   "
"612
   Which trusted facility management concept implies that two operators must review and approve the work of each other? <br></br>A.) Two-man control <br></br>B.) Dual control <br></br>C.) Double control <br></br>D.) Segregation control 
<br></br>","Answer: A Explanation: ""In the concept of two-man control, two operators  review and approve the work of each other. The purpose of two-man control is to provide  accountability and to minimize fraud in highly sensitive or high-risk transactions. The concept of dual control means that both operators are needed to complete a sensitive task."" Pg. 303  Krutz: The CISSP Prep Guide: Gold Edition.   "
"613
   When two operators review and approve the wo rk of each other, this is known as? <br></br>A.) Dual control  Itexamworld.com  CISSP    <br></br>B.) Two-man control <br></br>C.) Two-fold control <br></br>D.) Twin control  
<br></br>",Answer: B   
"614
   What security procedure forces an operator into collusion with an operator of a different category to have access to unauthorized data? <br></br>A.) Enforcing regular password changes <br></br>B.) Management monitoring of audit logs <br></br>C.) Limiting the specific accesses of operations personnel <br></br>D.) Job rotation of people through different assignments  
<br></br>",Answer: C   
"615
  Which of the following user items can be shared? <br></br>A. Password <br></br>B. Home directory  <br></br>C. None of the choices. 
<br></br>",Answer: C Explanation: Each user assigned directory (home directory) is not to be shared with others. None of the choices is correct.   
"616
  What should you do to the user accounts as  soon as employment is terminated? <br></br>A. Disable the user accounts and erase immediately the data kept. <br></br>B. Disable the user accounts and have the data kept for a specific period of time.  <br></br>C. None of the choices. <br></br>D. Maintain the user accounts and have the data kept for a specific period of time. 
<br></br>",Answer: B Explanation: A record of user logins with time and date  stamps must be kept. User accounts shall be disabled and data kept for a specified period of time as soon as employment is terminated. All users must log on to gain network access.  Itexamworld.com  CISSP      
"617
   What is the main objective of proper separation of duties? <br></br>A.) To prevent employees from disclosing sensitive information <br></br>B.) To ensure access controls are in place <br></br>C.) To ensure that no single individual can compromise a system <br></br>D.) To ensure that audit trails are not tampered with  
<br></br>","Answer: C ""Separation of duties (also called segregation of  duties) assigns parts of tasks to different personnel. Thus if no single person has total control of the system's security mechanisms, the theory is that no single person can completely compromise the system."" Pg. 303 Krutz: The CISSP Prep Guide: Gold Edition   "
"618
  What are the benefits of job rotation? <br></br>A. All of the choices. <br></br>B. Trained backup in case of emergencies.  <br></br>C. Protect against fraud. <br></br>D. Cross training to employees. 
<br></br>","Answer: A Explanation: Job assignments should be changed periodically so that it is more difficult for users to collaborate to exercise complete control of a transaction and subvert it for fraudulent purposes. This principle is effective when used in conjunction with a separation of duties. Problems in effec tively rotating duties usually appear in organizations with limited staff resources and inadequate training programs. Rotation of duties will protect you against fraud; pr ovide cross training to you employees, as well as assuring trained backup in case of emergencies.   "
"619
   Which of the following control pairing include organizational policies and procedures, pre-employment background checks, strict hiring practices, employment agreements, friendly and unfriendly employee termination procedures, vacation scheduling, labeling of sensitive materials, increased supervision, secu rity awareness training, behavior awareness, and sign-up procedures to obtain access to information systems and networks in? <br></br>A.) Preventive/Administrative Pairing <br></br>B.) Preventive/Technical Pairing <br></br>C.) Preventive/Physical Pairing <br></br>D.) Detective/Administrative Pairing  Itexamworld.com  CISSP      
<br></br>",Answer: A   
"620
   Which of the following are functions that are compatible in a properly segregated environment? <br></br>A.) Application programming and computer operation <br></br>B.) Systems programming and job control analysis <br></br>C.) Access authorization and database administration <br></br>D.) Systems development and systems maintenance  
<br></br>",Answer: D   
"621
   Which of the following are functions that are compatible in a properly segregated environment? <br></br>A.) Security administration and quality assurance <br></br>B.) Security administration and data entry <br></br>C.) Security administration and application programming <br></br>D.) Application programming and data entry 
<br></br>","Answer: A Explanation: Security Administration and Quality Assurance are the most similar tasks. Administrative Management: Administrative management is a very important piece of operational security. One aspect of administrative management is dealing with personnel issues. This includes separation of duties and job rotation. The objective of separation of duties is to ensure that one person acting alone cannot compromise the company's security in any way. High-risk activities should be broken up into di fferent parts and distributed to different individuals. This way the company does not need to put a dangerously high level of trust on certain individuals and if fraud were to take  place, collusion would need to be committed, meaning more than one person would have to be involved in the fraudulent activity. Separation of duties also helps to prevent many different types of mistakes that can take place if one person is performing a task from the beginning to the end. For instance, a programmer should not be the one to test her own code. A di fferent person with a different job and agenda should perform functionality and integrity tes ting on the programmer's code because the programmer may have a focused view of what the program is supposed to accomplish and only test certain functions, input values, and in certain environments. Another example of separation of duties is the difference between the functions of a computer operator versus the functions of a system administrator. There must be clear cut lines drawn between system administrator duties and computer operator duties. This will vary from environment to environment and will depend on th e level of security required within the environment. The system administrators usually have responsibility of performing backups and  Itexamworld.com  CISSP    recovery procedures, setting permissions, adding and removing users, setting user clearance, and developing user profiles. The computer operator on the other hand, may be allowed to install software, set an initial password, alter desktop configurations, and modify certain system parameters. The computer operator should not be able to modify her own security profile, add and remove users globally, or set user security clearance. This would breach the concept of separation of duties. Pg 808-809 Shon Harris: All-In-One CISSP Certification   "
"622
   Which of the following are functions that are compatible in a properly segregated environment? <br></br>A.) Data entry and job scheduling <br></br>B.) Database administration and systems security <br></br>C.) Systems analyst and application programming <br></br>D.) Security administration and systems programming  
<br></br>","Answer: A The two most similar jobs are Data Entry and Job Scheduling, so they need not be segregated. Administrative Management: Administratative management is a very important piece of operational security. One aspect of administrative management  is dealing with personnel issues. This includes separation of duties and job rotation. The objective of separation of duties is to ensure that one person acting alone cannot compromise the company's security in any way. High-risk activities should be broken up into di fferent parts and distributed to different individuals. This way the company does not need to put a dangerously high level of trust on certain individuals and if fraud were to take  place, collusion would need to be committed, meaning more than one person would have to be involved in the fraudulent activity. Separation of duties also helps to prevent many different types of mistakes that can take place if one person is performing a task from the beginning to the end. For instance, a programmer should not be the one to test her own code. A di fferent person with a different job and agenda should perform functionality and integrity tes ting on the programmer's code because the programmer may have a focused view of what the program is supposed to accomplish and only test certain functions, input values, and in certain environments. Another example of separation of duties is the difference between the functions of a computer operator versus the functions of a system administrator. There must be clear cut lines drawn between system administrator duties and computer operator duties. This will vary from environment to environment and will depend on the level of security  required within the environment. The system administrators usually have responsibility of performing backups and recovery procedures, setting permissions, adding and removing users, setting user  clearance, and developing user profiles. The computer operator on the other hand, may be allowed to install software, set an initial password, alter desktop configurations, and modify certain system parameters. The computer operator should not be able to modify her own security profile, add and remove users globally, or set user security clearance. This would breach the concept of separation of duties. Pg 808-809 Shon Harris: All-In-One CISSP Certification Exam Guide   Itexamworld.com  CISSP    "
"623
   Which of the following are functions that are compatible in a properly segregated environment? <br></br>A.) Application programming and computer operation <br></br>B.) Systems programming and job control analysis <br></br>C.) Access authorization and database administration <br></br>D.) System development and systems maintenance  
<br></br>","Answer: C Access Authorization and Database Administration are the most similar tasks of all the choices so they need not be separated. Administrative Management: Administratative management is a very important piece of operational security. One aspect of administrative management  is dealing with personnel issues. This includes separation of duties and job rotation. The objective of separation of duties is to ensure that one person acting alone cannot compromise the company's security in any way. High-risk activities should be broken up into di fferent parts and distributed to different individuals. This way the company does not need to put a dangerously high level of trust on certain individuals and if fraud were to take  place, collusion would need to be committed, meaning more than one person would have to be involved in the fraudulent activity. Separation of duties also helps to prevent many different types of mistakes that can take place if one person is performing a task from the beginning to the end. For instance, a programmer should not be the one to test her own code. A di fferent person with a different job and agenda should perform functionality and integrity tes ting on the programmer's code because the programmer may have a focused view of what the program is supposed to accomplish and only test certain functions, input values, and in certain environments. Another example of separation of duties is the difference between the functions of a computer operator versus the functions of a system administrator. There must be clear cut lines drawn between system administrator duties and computer operator duties. This will vary from environment to environment and will depend on the level of security  required within the environment. The system administrators usually have responsibility of performing backups and recovery procedures, setting permissions, adding and removing users, setting user  clearance, and developing user profiles. The computer operator on the other hand, may be allowed to install software, set an initial password, alter desktop configurations, and modify certain system parameters. The computer operator should not be able to modify her own security profile, add and remove users globally, or set user security clearance. This would breach the concept of separation of duties. Pg 808-809 Shon Harris: All-In-One CISSP Certification   "
"624
   Controls are implemented to: <br></br>A.) eliminate risk and reduce potential for loss <br></br>B.) mitigate risk and eliminate the potential for loss <br></br>C.) mitigate risk and reduce the potential for loss <br></br>D.) eliminate risk and eliminate the potential for loss  Itexamworld.com  CISSP      
<br></br>",Answer: C   
"625
   A timely review of system access audit records would be an example of which of the basic security functions? <br></br>A.) avoidance <br></br>B.) deterrence <br></br>C.) prevention <br></br>D.) detection  
<br></br>",Answer: D   
"626
   A security control should  <br></br>A. Allow for many exceptions. <br></br>B. Cover all contingencies. <br></br>C. Not rely on the security of its mechanism. <br></br>D. Change frequently.  
<br></br>",Answer: C   
"627
  What set of principles is the basis for information systems controls? <br></br>A. Authentication, audit trails, and awareness briefings <br></br>B. Individual accountability, auditing, and separation of duties  <br></br>C. Need to know, identification, and authenticity <br></br>D. Audit trails, limited tenure, and awareness briefings  
<br></br>","Answer: C ""In addition to the CIA Triad, there is a plethora of  other security-related concepts, principles, and tenants that should be considered and addressed when designing a security policy and deploying a security solution. This section discusses privacy, identification, authentication, authorization, accountability, nonrepudiation, and auditing."" Pg. 133 Tittel: CISSP Study Guide   "
"628
   An audit trail is a category of what control?   <br></br>A. System, Manual <br></br>B. Detective, Technical    Itexamworld.com  CISSP    <br></br>C. User, Technical <br></br>D. Detective, Manual 
<br></br>",Answer: B Explanation: Detective Technical Controls warn of technical Access Control violations. Under this category you would find the following: Audit trails Violation reports Intrusion detection system Honeypot   
"629
  An IDS is a category of what control? <br></br>A. Detective, Manual <br></br>B. Detective, Technical  <br></br>C. User, Technical <br></br>D. System, Manual 
<br></br>",Answer: B Explanation: Detective Technical Controls warn of technical Access Control violations. Under this category you would find the following: Audit trails Violation reports Intrusion detection system Honeypot   
"630
   Technical controls such as encryption and access control can be built into the operating system, be software applications, or can be supplemental hardware/software units. Such controls, also known as logical controls, represent which pairing? <br></br>A.) Preventive/Administrative Pairing <br></br>B.) Preventive/Technical Pairing <br></br>C.) Preventive/Physical Pairing <br></br>D.) Detective/Technical Pairing  
<br></br>",Answer: B   
"631
    Itexamworld.com  CISSP    Which one of the following can be identified when exceptions occur using operations security detective controls?  <br></br>A. Unauthorized people seeing confidential reports. <br></br>B. Unauthorized people destroying confidential reports. <br></br>C. Authorized operations people performing unauthorized functions. <br></br>D. Authorized operations people not responding to important console messages.  
<br></br>","Answer: C C is the one that makes the most sence. [Operation Security] Detective Controls are used to detect an error once it has occurred. Unlike preventative controls, these controls  operate after the fact and can be used to track an unauthorized transaction for prosecution, or to lessen an error's impact on the system by identifying it quickly. An example of this type of control is an aud it trail. -Ronald Krutz The CISSP PREP Guide (gold edition) pg 299   "
"632
   Which of the following is not an example of an operation control? <br></br>A.) backup and recovery <br></br>B.) audit trails <br></br>C.) contingency planning <br></br>D.) operations procedures  
<br></br>","Answer: C ""Operation controls are the mechanisms and daily procedures that provide protection for systems."" When designing a protection scheme for resources, it is important to keep the following aspects or elements of the IT infrastructure in mind: Communication hardware/software Boundary devices Processing equipment Password files Application program libraries Application source code Vendor software Operating System System Utilities Directories and address tables Proprietary packages Main storage Removable storage Sensitive/critical data System logs/audit trails Violation reports Backup files and media  Itexamworld.com  CISSP    Sensitive forms and printouts Isolated devices, such as printers and faxes Telephone network"" Pg 406-407 Tittel: CISSP Study Guide   "
"633
   Which of the following is not an example of an operational control? <br></br>A.) backup and recovery <br></br>B.) audit trails <br></br>C.) contingency planning <br></br>D.) operations procedures  
<br></br>","Answer: B Audit Trails are under Operations Security Aud iting opposed to Operations Security Operations Controls. ""Operations Controls embody the day-to-day procedures used to protect computer operations. The concepts of resource protection, hardware/s oftware control, and privileged entity must be understood by the CISSP candidate."" Pg. 311 Krutz: The CISSP Prep Guide: Gold Edition   "
"634
   Access control allows you to exercise directing influence over which of the following aspects of a system?  <br></br>A. Behavior, user, and content provider. <br></br>B. Behavior, use, and content. <br></br>C. User logs and content. <br></br>D. None of the choices. 
<br></br>","Answer: B Explanation: Access control is the collection of mechanisms that permits managers of a system to  exercise a directing or restraining influence over the behavior, use, and content of a system. It permits management to specify what users can do, which resources they can access, and what operations they can perform on a system.   "
"635
      is the means by which the ability to do something with a computer resource is explicitly enabled or restricted.   <br></br>A. Access control <br></br>B. Type of access <br></br>C. System resource      Itexamworld.com  CISSP    <br></br>D. Work permit 
<br></br>","Answer: A Explanation: Access is the ability to do something with a computer resource (e.g., use, change, or view). Access control is the means by wh ich the ability is explicitly enabled or restricted in some way (Usually throug h physical and system-based controls). Computer-based access controls can prescribe not only who or what process may have access to a specific system resource, but also the type of access that is permitted. These controls may be implemented in the computer system or in external devices.   "
"636
   The ability to do something with a computer resource can be explicitly enabled or restricted through:  <br></br>A. Physical and system-based controls. <br></br>B. Theoretical and system-based controls. <br></br>C. Mental and system-based controls. <br></br>D. Physical and trap-based controls. 
<br></br>","Answer: A Explanation: Access is the ability to do something with a computer resource (e.g., use, change, or view). Access control is the means by wh ich the ability is explicitly enabled or restricted in some way (Usually throug h physical and system-based controls). Computer-based access controls can prescribe not only who or what process may have access to a specific system resource, but also the type of access that is permitted. These controls may be implemented in the computer system or in external devices.   "
"637
  The main categories of access control do NOT include: <br></br>A. Administrative Access Control <br></br>B. Logical Access Control  <br></br>C. Random Access Control <br></br>D. Physical Access Control 
<br></br>",Answer: C Explanation: There are several different categories of access control. The main categories are: --Physical Access Control  Itexamworld.com  CISSP    --Administrative Access Control --Logical Access Control --Data Access Control   
"638
   You have very strict Physical Access controls . At the same time you have loose Logical Access Controls. What is true about this setting?  <br></br>A. None of the choices. <br></br>B. It can 100% secure your environment. <br></br>C. It may secure your environment. <br></br>D. It may not secure your environment. 
<br></br>",Answer: D Explanation: Access control is a bit like the four legs of a chair. Each of the legs must be equal or else an imbalance will be created. If you have very strict Physical Access controls but very poor Logical Access Controls then you may not succeed in securing your environment.   
"639
  Which of the following is not a detective technical control? <br></br>A. Intrusion detection system <br></br>B. Violation reports  <br></br>C. Honeypot <br></br>D. None of the choices. 
<br></br>",Answer: D Explanation: Detective Technical Controls warn of technical Access Control violations. Under this category you would find the following: Audit trails Violation reports Intrusion detection system Honeypot   
"640
   A business continuity plan is an example of which of the following? <br></br>A.) Corrective Control <br></br>B.) Detective Control  Itexamworld.com  CISSP    <br></br>C.) Preventive Control <br></br>D.) Compensating Control  
<br></br>",Answer: A   
"641
       Technical Controls warn of technical Access Control violations.  <br></br>A. Elusive <br></br>B. Descriptive <br></br>C. Corrective <br></br>D. Detective 
<br></br>",Answer: D Explanation: Detective Technical Controls warn of technical Access Control violations. Under this  category you would find the following: Audit trails Violation reports Intrusion detection system Honeypot   
